edificio,dirección,tipo del edificio,distrito,potencia kwp,empresa instaladora,puesta en servicio
CDM JOSE MARIA CAGIGAL,"C/ SANTA POLA, 22",deportivo,MONCLOA - ARAVACA,30.0,SAVEFFI,2020-12-16
CDM LA CONCEPCION,"C/ JOSÉ DEL HIERRO, 6, 28027 MADRID",deportivo,CIUDAD LINEAL,20.0,Empresa desconocida,2020-12-16
CDM PRADILLO,"C/ PRADILLO, 33, 28002 MADRID",deportivo,CHAMARTIN,90.0,Empresa desconocida,2023-05-25
CDM SAN JUAN BAUTISTA,"C/ TREVIANA, 1, 28043 MADRID",deportivo,CIUDAD LINEAL,10.0,Empresa desconocida,2020-06-04
CEIP SAN JUAN DE LA CRUZ,"C/ DE HONDURAS, 10, 28016 MADRID",educativo,CHAMARTIN,15.220080089559456,Empresa desconocida,2020-11-10
CEIP ARQUITECTO GAUDÍ,"C/ ROSA JARDÓN, 10, 28016 MADRID",educativo,CHAMARTIN,25.0,Empresa desconocida,2020-11-10
CEIP ISAAC ALBÉNIZ,"C/ DRACENA, 29, 28016 MADRID",educativo,CHAMARTIN,15.220080089559456,Empresa desconocida,2020-11-17
CEIP PADRE POVEDA,"AV/ ALFONSO XIII, 23, 28002 MADRID",educativo,CHAMARTIN,25.0,Empresa desconocida,2020-11-10
CMS VILLAVERDE,"AVDA. FELICIDAD, 17",social,VILLAVERDE,11.0,Empresa desconocida,2022-12-01
CSC OPORTO,"AVDA. OPORTO, 78",social,CARABANCHEL,15.0,ACCIONA FACILITY SERVICES,2021-11-10
CSS PABLO CASALS,"C/ POBLADURA DEL VALLE, 13 ",social,SAN BLAS - CANILLEJAS,14.560321808799788,Empresa desconocida,2022-09-29
EDIFICACIÓN ANEXO AL ESCENARIO DEL AUDITORIO CERRO ALMODOVAR,"C/ MARCELINO CASTILLO, 29, 28047 MADRID",cultural,LATINA,4.0,No conocen cual es la instaladora( podría ser AURA ya que la constructora que es FDEZ MOLINA trabaja con ellos),2023-09-30
EI PARQUE INGENIEROS,C/TABERNERA DEL PUERTO 26,educativo,VILLAVERDE,5.0,Empresa desconocida,2020-11-10
SEDE CENTRAL MADRID SALUD,"AVDA. MEDITERRANEO, 62",administrativo,RETIRO,7.0,Empresa desconocida,2022-12-01
UID MONCLOA-ARAVACA,"AVDA. VALLADOLID, 6",seguridad,MONCLOA - ARAVACA,5.0,FERROVIAL,2021-01-04
IDB ORCASITAS,"AVDA. RAFAELA IBARRA, 119",deportivo,USERA,30.132938213671185,EXTRACO CONSTRUCCIONS E PROXECTOS SA (subontrata Servipack Mantenimientos Industriales),2021-01-04
CENTRO ACOGIDA SAN ISIDRO,PASEO DEL REY 34,social,MONCLOA - ARAVACA,14.560321808799788,Empresa desconocida,2020-11-10
CDM FAUSTINA VALLADOLID,"C/LADERA DE LOS ALMENDROS, 2",deportivo,VICALVARO,100.0,ACCIONA FACILITY SERVICES,2022-01-25
CDM SAN BLAS,"C/ ARCOS DE JALÓN,  59",deportivo,SAN BLAS - CANILLEJAS,35.0,Empresa desconocida,2021-04-28
UID HORTALEZA,"C/AREQUIPA , 2",seguridad,HORTALEZA,21.65000000000001,AURA,2021-08-12
CDM JUAN DE DIOS ROMÁN,"C/JOSÉ GUTIÉRREZ MAROTO, 34",deportivo,VILLA DE VALLECAS,30.0,FERROVIAL,2021-10-01
BIBLIOTECA ANA MARIA MATUTE,"C/ ANTONIO VICO, 1",cultural,CARABANCHEL,10.0,SAVEFFI,2022-12-31
CC JUAN GENOVÉS/CMM/CSS TRAVESIA DEL CAÑO,C/TRAVESÍA CAÑO 5,cultural,MONCLOA - ARAVACA,6.0,Empresa desconocida,2022-12-31
BASE SAMUR RETIRO,AVD CIUDAD DE BARCELONA 183,sanitario,RETIRO,15.0,Empresa desconocida,2022-05-22
INNOVATION LAB,C/CAROLI 1,cultural,MONCLOA - ARAVACA,10.0,Empresa desconocida,2022-05-26
CC ALFREDO KRAUS,"Gta. Pradera de Vaquerizas, 9",cultural,FUENCARRAL - EL PARDO,36.0,ACCIONA FACILITY SERVICES,2022-11-07
CDM BLANCA FDEZ OCHOA (ANTIGUA LA MINA),"Calle de Monseñor Oscar Romero, nº41",deportivo,CARABANCHEL,30.132938213671185,ACCIONA FACILITY SERVICES,2022-11-07
CDM FERNANDO MARTIN ,"Av. Santo Ángel de la Guarda, 6,",deportivo,MONCLOA - ARAVACA,30.132938213671185,ACCIONA FACILITY SERVICES,2022-12-26
CDM WILFRED AGBONAVBARE,"Calle Reguera de Tomateros, 39",deportivo,PUENTE DE VALLECAS,30.132938213671185,ACCIONA FACILITY SERVICES,2023-01-25
CDM ENTREVIAS ,"Ronda del Sur, 4",deportivo,PUENTE DE VALLECAS,80.0,ACCIONA FACILITY SERVICES,2023-01-01
CDM HORTALEZA,"Ctra. Estación de Hortaleza,11",deportivo,HORTALEZA,30.132938213671185,ACCIONA FACILITY SERVICES,2022-12-31
OAIC SACRAMENTO AGENCIA TRIBUTARIA,"C/SACRAMENTO, 5",administrativo,CENTRO,16.51542372140949,Empresa desconocida,2022-12-31
CDM FRANCISCO FERNANDEZ OCHOA,"CALLE CATORCE OLIVAS 1, 28054 MADRID",deportivo,CARABANCHEL,30.0,Empresa desconocida,2022-12-31
BASE SAMUR 4,"PELOPONESO, 9 ",sanitario,CIUDAD LINEAL,2.0,Empresa desconocida,2023-01-01
CMM SAN DIEGO,CALLE JAVIER DE MIGUEL 10,social,PUENTE DE VALLECAS,10.0,Empresa desconocida,2023-01-01
CSS CENTRO DE DÍA Y ALZHEIMER ENSANCHE DE VALLECAS,AVENIDA ENSANCHE DE VALLECAS  91,social,VILLA DE VALLECAS,8.0,Empresa desconocida,2023-01-01
CEIP CIUDAD DE VALENCIA,AVENIDA DEL MEDITERRANEO KM 9,educativo,VILLA DE VALLECAS,2.0,Empresa desconocida,2012-11-12
CEIP CIUDAD DE JAEN,CAMINO DEL RIO S/N,educativo,USERA,2.0,Empresa desconocida,2012-11-12
CEIP NAVAS DE TOLOSA,CALLE BENIMANET 109,educativo,VILLAVERDE,2.0,Empresa desconocida,2012-11-12
CEIP GHANDI,CALLE GHANDI 10,educativo,CIUDAD LINEAL,2.0,Empresa desconocida,2012-11-12
CEIP VIRGEN DEL CERRO,CALLE MOHERNANDO 1,educativo,PUENTE DE VALLECAS,2.0,Empresa desconocida,2012-11-12
CEIP NTRA SÑRA DE LA ALMUDENA,"CALLE LOPE DE RUEDA, 48, 28009 MADRID",educativo,RETIRO,11.0,Empresa desconocida,2023-10-23
CDM CERRO ALMODÓVAR,CARRETERA VALENCIA KM8,deportivo,VILLA DE VALLECAS,10.0,Empresa desconocida,2023-05-10
CENTRO JUVENIL VALDERRIVAS,TITANIO 5,cultural,VICALVARO,15.0,Empresa desconocida,2023-05-31
CDM PLAYA VICTORIA,"CALLE HIERBABUENA, 2,",deportivo,TETUAN,40.0,ACCIONA,2023-08-23
CSC TERESA DE CALCUTA,"PLAZA DEL NAVÍO, Nº 4,",cultural,BARAJAS,20.0,ACCIONA,2023-08-14
CSC MORATALAZ,CALLE DE LA FUENTE CARRANTONA Nº 10,cultural,MORATALAZ,20.0,ACCIONA,2023-08-17
CDM Mª JESÚS ROSA,"AVENIDA DE MONFORTE DE LEMOS, 38,",deportivo,FUENCARRAL - EL PARDO,40.0,ACCIONA,2023-08-15
CEIP EL GRECO,"CALLE ESTEFANITA, 7",educativo,VILLAVERDE,4.0,Empresa desconocida,2023-05-30
CEIP MANUEL DE FALLA,"AV. REAL DE PINTO, 27",educativo,VILLAVERDE,4.0,Empresa desconocida,2023-07-31
DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD),161 2656 DG POLICIA MUNICIPAL (PABELLON DE LA PIPA CIUDAD SEGURIDAD),seguridad,MONCLOA - ARAVACA,21.65000000000001,Empresa desconocida,2023-09-19
CENTRO MUNICIPAL ACUSTICA,CARRETERA AUTOVIA M-30 007  BJO   7-13 LC MADRID,medioambiental,MONCLOA-ARAVACA,10.0,Empresa desconocida,2023-09-30
CENTRO DE MAYORES OUKA LELE,"C/Bronce, 16",cultural,ARGANZUELA,30.0,"INGEDOM, S.L.",2023-10-20
PARQUE DE BOMBEROS Nº 05 USERA,PASEO SANTA MARIA DE LA CABEZA 95,seguridad, USERA ,30.0,Empresa desconocida,2023-11-06
JMD PUENTE VALLECAS/CID/SAMUR,"BUENOS AIRES 17, S, UE, LO, 28018,  MADRID",seguridad,PUENTE DE  VALLECAS,10.0,Empresa desconocida,2023-09-30
CENTRO CULTURAL PASTORA IMPERIO,PASTORA IMPERIO 4B,cultural,CHAMARTIN,10.0,Empresa desconocida,2024-02-29
EI LAS GOLONDRINAS,"C/ JOSEFA VALCARCEL ,158 , 28022, MADRID",educativo,SAN BLAS - CANILLEJAS,15.0,Empresa desconocida,2023-03-21
VIVERO DE LA CASA DE CAMPO,"PASEO  AZUL,  2  28011  MADRID",medioambiental,RETIRO,6.0,Empresa desconocida,2023-01-01
FACTORÍA INDUSTRIAL DE VILLAVERDE,AVD REAL DE PINTO 166,industrial,VILLAVERDE,6.0,HERRERA Y LOBATOS.L.,2020-11-27
CEIP CIUDAD DE CORDOBA,"CALLE MENASALBAS,6,28041 MADRID",educativo,VILLAVERDE,4.0,Empresa desconocida,2024-06-18
CENTRO MUNICIPAL DE RECOGIDAS TRECE ROSAS,"AVENIDA DE LAS TRECE ROSAS, 5, 28017 MADRID",medioambiental,CIUDAD LINEAL,10.0,Empresa desconocida,2024-07-01
CDM EL QUIJOTE,"CALLE NUMANCIA,2",deportivo,MONCLOA - ARAVACA,20.0,Empresa desconocida,2024-09-12
CDM MOSCARDO,CALLE PILAR DE ZARAGOZA 93,deportivo,SALAMANCA,10.0,Empresa desconocida,2024-09-11
CID VILLA DE VALLECAS / OAC,CALLE REAL DE ARGANDA 64,seguridad,VILLA DE VALLECAS,10.0,Empresa desconocida,2024-09-11
ALMACEN BOMBEROS VILLA DE VALLECAS,CALLE EL REAL DE SAN VICENTE 61,seguridad,VILLA DE VALLECAS,33.0,Empresa desconocida,2024-04-03
